trace_index,trace_id,tasks,num_transforms,chunk_tokens,total_edges,max_count,actual_work_size,static_max_capacity,static_capacity_actual_ratio,selected_capacity,class_capacity_actual_ratio,class_overflowed
26,1,0,8,32,0,0,149,187,1.25503355704698,192,1.2885906040268456,0
27,1,0,8,32,0,0,149,298,2.0,192,1.2885906040268456,0
28,1,0,8,32,0,0,149,596,4.0,192,1.2885906040268456,0
29,1,0,8,32,0,0,149,1192,8.0,192,1.2885906040268456,0
30,1,0,8,32,0,0,149,2048,13.74496644295302,192,1.2885906040268456,0
31,1,0,8,32,0,0,149,149,1.0,192,1.2885906040268456,0
32,2,0,8,32,0,0,137,137,1.0,192,1.4014598540145986,0
33,2,0,8,32,0,0,137,137,1.0,192,1.4014598540145986,0
34,2,0,8,32,0,0,137,172,1.2554744525547445,192,1.4014598540145986,0
35,2,0,8,32,0,0,137,274,2.0,192,1.4014598540145986,0
36,2,0,8,32,0,0,137,548,4.0,192,1.4014598540145986,0
37,2,0,8,32,0,0,137,1096,8.0,192,1.4014598540145986,0
38,2,0,8,32,0,0,137,2048,14.94890510948905,192,1.4014598540145986,0
39,2,0,8,32,0,0,137,137,1.0,192,1.4014598540145986,0
40,2,0,8,32,0,0,137,137,1.0,192,1.4014598540145986,0
41,2,0,8,32,0,0,137,137,1.0,192,1.4014598540145986,0
42,2,0,8,32,0,0,137,172,1.2554744525547445,192,1.4014598540145986,0
43,2,0,8,32,0,0,137,274,2.0,192,1.4014598540145986,0
44,2,0,8,32,0,0,137,548,4.0,192,1.4014598540145986,0
45,2,0,8,32,0,0,137,1096,8.0,192,1.4014598540145986,0
46,2,0,8,32,0,0,137,2048,14.94890510948905,192,1.4014598540145986,0
47,2,0,8,32,0,0,137,137,1.0,192,1.4014598540145986,0
48,0,0,8,32,0,0,132,132,1.0,192,1.4545454545454546,0
49,0,0,8,32,0,0,132,132,1.0,192,1.4545454545454546,0
50,0,0,8,32,0,0,132,165,1.25,192,1.4545454545454546,0
51,0,0,8,32,0,0,132,264,2.0,192,1.4545454545454546,0
52,0,0,8,32,0,0,132,528,4.0,192,1.4545454545454546,0
53,0,0,8,32,0,0,132,1056,8.0,192,1.4545454545454546,0
54,0,0,8,32,0,0,132,2048,15.515151515151516,192,1.4545454545454546,0
55,0,0,8,32,0,0,132,132,1.0,192,1.4545454545454546,0
56,0,0,8,32,0,0,132,132,1.0,192,1.4545454545454546,0
57,0,0,8,32,0,0,132,132,1.0,192,1.4545454545454546,0
58,0,0,8,32,0,0,132,165,1.25,192,1.4545454545454546,0
59,0,0,8,32,0,0,132,264,2.0,192,1.4545454545454546,0
60,0,0,8,32,0,0,132,528,4.0,192,1.4545454545454546,0
61,0,0,8,32,0,0,132,1056,8.0,192,1.4545454545454546,0
62,0,0,8,32,0,0,132,2048,15.515151515151516,192,1.4545454545454546,0
63,0,0,8,32,0,0,132,132,1.0,192,1.4545454545454546,0
64,1,0,8,32,0,0,153,153,1.0,192,1.2549019607843137,0
65,1,0,8,32,0,0,153,153,1.0,192,1.2549019607843137,0
66,1,0,8,32,0,0,153,192,1.2549019607843137,192,1.2549019607843137,0
67,1,0,8,32,0,0,153,306,2.0,192,1.2549019607843137,0
68,1,0,8,32,0,0,153,612,4.0,192,1.2549019607843137,0
69,1,0,8,32,0,0,153,1224,8.0,192,1.2549019607843137,0
70,1,0,8,32,0,0,153,2048,13.38562091503268,192,1.2549019607843137,0
71,1,0,8,32,0,0,153,153,1.0,192,1.2549019607843137,0
72,1,0,8,32,0,0,153,153,1.0,192,1.2549019607843137,0
73,1,0,8,32,0,0,153,153,1.0,192,1.2549019607843137,0
74,1,0,8,32,0,0,153,192,1.2549019607843137,192,1.2549019607843137,0
75,1,0,8,32,0,0,153,306,2.0,192,1.2549019607843137,0
76,1,0,8,32,0,0,153,612,4.0,192,1.2549019607843137,0
77,1,0,8,32,0,0,153,1224,8.0,192,1.2549019607843137,0
78,1,0,8,32,0,0,153,2048,13.38562091503268,192,1.2549019607843137,0
79,1,0,8,32,0,0,153,153,1.0,192,1.2549019607843137,0
80,2,0,8,32,0,0,138,138,1.0,192,1.391304347826087,0
81,2,0,8,32,0,0,138,138,1.0,192,1.391304347826087,0
82,2,0,8,32,0,0,138,173,1.2536231884057971,192,1.391304347826087,0
83,2,0,8,32,0,0,138,276,2.0,192,1.391304347826087,0
84,2,0,8,32,0,0,138,552,4.0,192,1.391304347826087,0
85,2,0,8,32,0,0,138,1104,8.0,192,1.391304347826087,0
86,2,0,8,32,0,0,138,2048,14.840579710144928,192,1.391304347826087,0
87,2,0,8,32,0,0,138,138,1.0,192,1.391304347826087,0
88,2,0,8,32,0,0,138,138,1.0,192,1.391304347826087,0
89,2,0,8,32,0,0,138,138,1.0,192,1.391304347826087,0
90,2,0,8,32,0,0,138,173,1.2536231884057971,192,1.391304347826087,0
91,2,0,8,32,0,0,138,276,2.0,192,1.391304347826087,0
92,2,0,8,32,0,0,138,552,4.0,192,1.391304347826087,0
93,2,0,8,32,0,0,138,1104,8.0,192,1.391304347826087,0
94,2,0,8,32,0,0,138,2048,14.840579710144928,192,1.391304347826087,0
95,2,0,8,32,0,0,138,138,1.0,192,1.391304347826087,0
96,0,0,8,32,0,0,519,519,1.0,576,1.1098265895953756,0
97,0,0,8,32,0,0,519,519,1.0,576,1.1098265895953756,0
98,0,0,8,32,0,0,519,649,1.2504816955684008,576,1.1098265895953756,0
99,0,0,8,32,0,0,519,1038,2.0,576,1.1098265895953756,0
100,0,0,8,32,0,0,519,2076,4.0,576,1.1098265895953756,0
101,0,0,8,32,0,0,519,4152,8.0,576,1.1098265895953756,0
102,0,0,8,32,0,0,519,8192,15.784200385356455,576,1.1098265895953756,0
103,0,0,8,32,0,0,519,519,1.0,576,1.1098265895953756,0
104,0,0,8,32,0,0,519,519,1.0,576,1.1098265895953756,0
105,0,0,8,32,0,0,519,519,1.0,576,1.1098265895953756,0
106,0,0,8,32,0,0,519,649,1.2504816955684008,576,1.1098265895953756,0
107,0,0,8,32,0,0,519,1038,2.0,576,1.1098265895953756,0
108,0,0,8,32,0,0,519,2076,4.0,576,1.1098265895953756,0
109,0,0,8,32,0,0,519,4152,8.0,576,1.1098265895953756,0
110,0,0,8,32,0,0,519,8192,15.784200385356455,576,1.1098265895953756,0
111,0,0,8,32,0,0,519,519,1.0,576,1.1098265895953756,0
112,1,0,8,32,0,0,556,556,1.0,576,1.0359712230215827,0
113,1,0,8,32,0,0,556,556,1.0,576,1.0359712230215827,0
114,1,0,8,32,0,0,556,695,1.25,576,1.0359712230215827,0
115,1,0,8,32,0,0,556,1112,2.0,576,1.0359712230215827,0
116,1,0,8,32,0,0,556,2224,4.0,576,1.0359712230215827,0
117,1,0,8,32,0,0,556,4448,8.0,576,1.0359712230215827,0
118,1,0,8,32,0,0,556,8192,14.733812949640289,576,1.0359712230215827,0
119,1,0,8,32,0,0,556,556,1.0,576,1.0359712230215827,0
120,1,0,8,32,0,0,556,556,1.0,576,1.0359712230215827,0
121,1,0,8,32,0,0,556,556,1.0,576,1.0359712230215827,0
122,1,0,8,32,0,0,556,695,1.25,576,1.0359712230215827,0
123,1,0,8,32,0,0,556,1112,2.0,576,1.0359712230215827,0
124,1,0,8,32,0,0,556,2224,4.0,576,1.0359712230215827,0
125,1,0,8,32,0,0,556,4448,8.0,576,1.0359712230215827,0
126,1,0,8,32,0,0,556,8192,14.733812949640289,576,1.0359712230215827,0
127,1,0,8,32,0,0,556,556,1.0,576,1.0359712230215827,0
128,2,0,8,32,0,0,546,546,1.0,576,1.054945054945055,0
129,2,0,8,32,0,0,546,546,1.0,576,1.054945054945055,0
130,2,0,8,32,0,0,546,683,1.250915750915751,576,1.054945054945055,0
131,2,0,8,32,0,0,546,1092,2.0,576,1.054945054945055,0
132,2,0,8,32,0,0,546,2184,4.0,576,1.054945054945055,0
133,2,0,8,32,0,0,546,4368,8.0,576,1.054945054945055,0
134,2,0,8,32,0,0,546,8192,15.003663003663004,576,1.054945054945055,0
135,2,0,8,32,0,0,546,546,1.0,576,1.054945054945055,0
136,2,0,8,32,0,0,546,546,1.0,576,1.054945054945055,0
137,2,0,8,32,0,0,546,546,1.0,576,1.054945054945055,0
138,2,0,8,32,0,0,546,683,1.250915750915751,576,1.054945054945055,0
139,2,0,8,32,0,0,546,1092,2.0,576,1.054945054945055,0
140,2,0,8,32,0,0,546,2184,4.0,576,1.054945054945055,0
141,2,0,8,32,0,0,546,4368,8.0,576,1.054945054945055,0
142,2,0,8,32,0,0,546,8192,15.003663003663004,576,1.054945054945055,0
143,2,0,8,32,0,0,546,546,1.0,576,1.054945054945055,0
144,0,0,8,32,0,0,519,519,1.0,576,1.1098265895953756,0
145,0,0,8,32,0,0,519,519,1.0,576,1.1098265895953756,0
146,0,0,8,32,0,0,519,649,1.2504816955684008,576,1.1098265895953756,0
147,0,0,8,32,0,0,519,1038,2.0,576,1.1098265895953756,0
148,0,0,8,32,0,0,519,2076,4.0,576,1.1098265895953756,0
149,0,0,8,32,0,0,519,4152,8.0,576,1.1098265895953756,0
150,0,0,8,32,0,0,519,8192,15.784200385356455,576,1.1098265895953756,0
151,0,0,8,32,0,0,519,519,1.0,576,1.1098265895953756,0
152,0,0,8,32,0,0,519,519,1.0,576,1.1098265895953756,0
153,0,0,8,32,0,0,519,519,1.0,576,1.1098265895953756,0
154,0,0,8,32,0,0,519,649,1.2504816955684008,576,1.1098265895953756,0
155,0,0,8,32,0,0,519,1038,2.0,576,1.1098265895953756,0
156,0,0,8,32,0,0,519,2076,4.0,576,1.1098265895953756,0
157,0,0,8,32,0,0,519,4152,8.0,576,1.1098265895953756,0
158,0,0,8,32,0,0,519,8192,15.784200385356455,576,1.1098265895953756,0
159,0,0,8,32,0,0,519,519,1.0,576,1.1098265895953756,0
160,1,0,8,32,0,0,567,567,1.0,576,1.0158730158730158,0
161,1,0,8,32,0,0,567,567,1.0,576,1.0158730158730158,0
162,1,0,8,32,0,0,567,709,1.2504409171075839,576,1.0158730158730158,0
163,1,0,8,32,0,0,567,1134,2.0,576,1.0158730158730158,0
164,1,0,8,32,0,0,567,2268,4.0,576,1.0158730158730158,0
165,1,0,8,32,0,0,567,4536,8.0,576,1.0158730158730158,0
166,1,0,8,32,0,0,567,8192,14.447971781305114,576,1.0158730158730158,0
167,1,0,8,32,0,0,567,567,1.0,576,1.0158730158730158,0
168,1,0,8,32,0,0,567,567,1.0,576,1.0158730158730158,0
169,1,0,8,32,0,0,567,567,1.0,576,1.0158730158730158,0
170,1,0,8,32,0,0,567,709,1.2504409171075839,576,1.0158730158730158,0
171,1,0,8,32,0,0,567,1134,2.0,576,1.0158730158730158,0
172,1,0,8,32,0,0,567,2268,4.0,576,1.0158730158730158,0
173,1,0,8,32,0,0,567,4536,8.0,576,1.0158730158730158,0
174,1,0,8,32,0,0,567,8192,14.447971781305114,576,1.0158730158730158,0
175,1,0,8,32,0,0,567,567,1.0,576,1.0158730158730158,0
176,2,0,8,32,0,0,550,550,1.0,576,1.0472727272727274,0
177,2,0,8,32,0,0,550,550,1.0,576,1.0472727272727274,0
178,2,0,8,32,0,0,550,688,1.250909090909091,576,1.0472727272727274,0
179,2,0,8,32,0,0,550,1100,2.0,576,1.0472727272727274,0
180,2,0,8,32,0,0,550,2200,4.0,576,1.0472727272727274,0
181,2,0,8,32,0,0,550,4400,8.0,576,1.0472727272727274,0
182,2,0,8,32,0,0,550,8192,14.894545454545455,576,1.0472727272727274,0
183,2,0,8,32,0,0,550,550,1.0,576,1.0472727272727274,0
184,2,0,8,32,0,0,550,550,1.0,576,1.0472727272727274,0
185,2,0,8,32,0,0,550,550,1.0,576,1.0472727272727274,0
186,2,0,8,32,0,0,550,688,1.250909090909091,576,1.0472727272727274,0
187,2,0,8,32,0,0,550,1100,2.0,576,1.0472727272727274,0
188,2,0,8,32,0,0,550,2200,4.0,576,1.0472727272727274,0
189,2,0,8,32,0,0,550,4400,8.0,576,1.0472727272727274,0
190,2,0,8,32,0,0,550,8192,14.894545454545455,576,1.0472727272727274,0
191,2,0,8,32,0,0,550,550,1.0,576,1.0472727272727274,0
192,0,0,8,32,0,0,1060,1060,1.0,1152,1.0867924528301887,0
193,0,0,8,32,0,0,1060,1060,1.0,1152,1.0867924528301887,0
194,0,0,8,32,0,0,1060,1325,1.25,1152,1.0867924528301887,0
195,0,0,8,32,0,0,1060,2120,2.0,1152,1.0867924528301887,0
196,0,0,8,32,0,0,1060,4240,4.0,1152,1.0867924528301887,0
197,0,0,8,32,0,0,1060,8480,8.0,1152,1.0867924528301887,0
198,0,0,8,32,0,0,1060,16384,15.456603773584906,1152,1.0867924528301887,0
199,0,0,8,32,0,0,1060,1060,1.0,1152,1.0867924528301887,0
200,0,0,8,32,0,0,1060,1060,1.0,1152,1.0867924528301887,0
201,0,0,8,32,0,0,1060,1060,1.0,1152,1.0867924528301887,0
202,0,0,8,32,0,0,1060,1325,1.25,1152,1.0867924528301887,0
203,0,0,8,32,0,0,1060,2120,2.0,1152,1.0867924528301887,0
204,0,0,8,32,0,0,1060,4240,4.0,1152,1.0867924528301887,0
205,0,0,8,32,0,0,1060,8480,8.0,1152,1.0867924528301887,0
206,0,0,8,32,0,0,1060,16384,15.456603773584906,1152,1.0867924528301887,0
207,0,0,8,32,0,0,1060,1060,1.0,1152,1.0867924528301887,0
208,1,0,8,32,0,0,1081,1081,1.0,1152,1.0656799259944496,0
209,1,0,8,32,0,0,1081,1081,1.0,1152,1.0656799259944496,0
210,1,0,8,32,0,0,1081,1352,1.2506938020351526,1152,1.0656799259944496,0
211,1,0,8,32,0,0,1081,2162,2.0,1152,1.0656799259944496,0
212,1,0,8,32,0,0,1081,4324,4.0,1152,1.0656799259944496,0
213,1,0,8,32,0,0,1081,8648,8.0,1152,1.0656799259944496,0
214,1,0,8,32,0,0,1081,16384,15.156336725254395,1152,1.0656799259944496,0
215,1,0,8,32,0,0,1081,1081,1.0,1152,1.0656799259944496,0
216,1,0,8,32,0,0,1081,1081,1.0,1152,1.0656799259944496,0
217,1,0,8,32,0,0,1081,1081,1.0,1152,1.0656799259944496,0
218,1,0,8,32,0,0,1081,1352,1.2506938020351526,1152,1.0656799259944496,0
219,1,0,8,32,0,0,1081,2162,2.0,1152,1.0656799259944496,0
220,1,0,8,32,0,0,1081,4324,4.0,1152,1.0656799259944496,0
221,1,0,8,32,0,0,1081,8648,8.0,1152,1.0656799259944496,0
222,1,0,8,32,0,0,1081,16384,15.156336725254395,1152,1.0656799259944496,0
223,1,0,8,32,0,0,1081,1081,1.0,1152,1.0656799259944496,0
224,2,0,8,32,0,0,1090,1090,1.0,1152,1.0568807339449542,0
225,2,0,8,32,0,0,1090,1090,1.0,1152,1.0568807339449542,0
226,2,0,8,32,0,0,1090,1363,1.2504587155963303,1152,1.0568807339449542,0
227,2,0,8,32,0,0,1090,2180,2.0,1152,1.0568807339449542,0
228,2,0,8,32,0,0,1090,4360,4.0,1152,1.0568807339449542,0
229,2,0,8,32,0,0,1090,8720,8.0,1152,1.0568807339449542,0
230,2,0,8,32,0,0,1090,16384,15.03119266055046,1152,1.0568807339449542,0
231,2,0,8,32,0,0,1090,1090,1.0,1152,1.0568807339449542,0
232,2,0,8,32,0,0,1090,1090,1.0,1152,1.0568807339449542,0
233,2,0,8,32,0,0,1090,1090,1.0,1152,1.0568807339449542,0
234,2,0,8,32,0,0,1090,1363,1.2504587155963303,1152,1.0568807339449542,0
235,2,0,8,32,0,0,1090,2180,2.0,1152,1.0568807339449542,0
236,2,0,8,32,0,0,1090,4360,4.0,1152,1.0568807339449542,0
237,2,0,8,32,0,0,1090,8720,8.0,1152,1.0568807339449542,0
238,2,0,8,32,0,0,1090,16384,15.03119266055046,1152,1.0568807339449542,0
239,2,0,8,32,0,0,1090,1090,1.0,1152,1.0568807339449542,0
240,0,0,8,32,0,0,1067,1067,1.0,1152,1.0796626054358014,0
241,0,0,8,32,0,0,1067,1067,1.0,1152,1.0796626054358014,0
242,0,0,8,32,0,0,1067,1334,1.2502343017806936,1152,1.0796626054358014,0
243,0,0,8,32,0,0,1067,2134,2.0,1152,1.0796626054358014,0
244,0,0,8,32,0,0,1067,4268,4.0,1152,1.0796626054358014,0
245,0,0,8,32,0,0,1067,8536,8.0,1152,1.0796626054358014,0
246,0,0,8,32,0,0,1067,16384,15.355201499531397,1152,1.0796626054358014,0
247,0,0,8,32,0,0,1067,1067,1.0,1152,1.0796626054358014,0
248,0,0,8,32,0,0,1067,1067,1.0,1152,1.0796626054358014,0
249,0,0,8,32,0,0,1067,1067,1.0,1152,1.0796626054358014,0
250,0,0,8,32,0,0,1067,1334,1.2502343017806936,1152,1.0796626054358014,0
251,0,0,8,32,0,0,1067,2134,2.0,1152,1.0796626054358014,0
252,0,0,8,32,0,0,1067,4268,4.0,1152,1.0796626054358014,0
253,0,0,8,32,0,0,1067,8536,8.0,1152,1.0796626054358014,0
254,0,0,8,32,0,0,1067,16384,15.355201499531397,1152,1.0796626054358014,0
255,0,0,8,32,0,0,1067,1067,1.0,1152,1.0796626054358014,0
256,1,0,8,32,0,0,1094,1094,1.0,1152,1.053016453382084,0
257,1,0,8,32,0,0,1094,1094,1.0,1152,1.053016453382084,0
258,1,0,8,32,0,0,1094,1368,1.2504570383912248,1152,1.053016453382084,0
259,1,0,8,32,0,0,1094,2188,2.0,1152,1.053016453382084,0
260,1,0,8,32,0,0,1094,4376,4.0,1152,1.053016453382084,0
261,1,0,8,32,0,0,1094,8752,8.0,1152,1.053016453382084,0
262,1,0,8,32,0,0,1094,16384,14.976234003656307,1152,1.053016453382084,0
263,1,0,8,32,0,0,1094,1094,1.0,1152,1.053016453382084,0
264,1,0,8,32,0,0,1094,1094,1.0,1152,1.053016453382084,0
265,1,0,8,32,0,0,1094,1094,1.0,1152,1.053016453382084,0
266,1,0,8,32,0,0,1094,1368,1.2504570383912248,1152,1.053016453382084,0
267,1,0,8,32,0,0,1094,2188,2.0,1152,1.053016453382084,0
268,1,0,8,32,0,0,1094,4376,4.0,1152,1.053016453382084,0
269,1,0,8,32,0,0,1094,8752,8.0,1152,1.053016453382084,0
270,1,0,8,32,0,0,1094,16384,14.976234003656307,1152,1.053016453382084,0
271,1,0,8,32,0,0,1094,1094,1.0,1152,1.053016453382084,0
272,2,0,8,32,0,0,1108,1108,1.0,1152,1.03971119133574,0
273,2,0,8,32,0,0,1108,1108,1.0,1152,1.03971119133574,0
274,2,0,8,32,0,0,1108,1385,1.25,1152,1.03971119133574,0
275,2,0,8,32,0,0,1108,2216,2.0,1152,1.03971119133574,0
276,2,0,8,32,0,0,1108,4432,4.0,1152,1.03971119133574,0
277,2,0,8,32,0,0,1108,8864,8.0,1152,1.03971119133574,0
278,2,0,8,32,0,0,1108,16384,14.787003610108304,1152,1.03971119133574,0
279,2,0,8,32,0,0,1108,1108,1.0,1152,1.03971119133574,0
280,2,0,8,32,0,0,1108,1108,1.0,1152,1.03971119133574,0
281,2,0,8,32,0,0,1108,1108,1.0,1152,1.03971119133574,0
282,2,0,8,32,0,0,1108,1385,1.25,1152,1.03971119133574,0
283,2,0,8,32,0,0,1108,2216,2.0,1152,1.03971119133574,0
284,2,0,8,32,0,0,1108,4432,4.0,1152,1.03971119133574,0
285,2,0,8,32,0,0,1108,8864,8.0,1152,1.03971119133574,0
286,2,0,8,32,0,0,1108,16384,14.787003610108304,1152,1.03971119133574,0
287,2,0,8,32,0,0,1108,1108,1.0,1152,1.03971119133574,0
